code,名称,类型,日期,净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,f1,f2,f3,f4,f5,f6,f7,可购买,f9,起购金额,费率,e1,e2,e3
005992,光大保德信超短债债券A,债券型,2025/11/20,1.1226,0,0.03,0.16,0.38,0.71,1.85,5.19,7.49,1.42,21.24,3,1,1,0.04,0,,042,1,1,10元,0.40%,0.04%,0.04%,1,
007604,景顺长城中短债C,债券型,2025/11/20,1.1332,0,0.04,0.31,0.45,0.64,1.85,4.69,7.37,1.11,16.63,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
009985,永赢迅利中高等级短债E,债券型,2025/11/20,1.0738,0.01,0.03,0.18,0.36,0.64,1.85,4.21,6.93,1.21,13.24,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
010247,惠升和泰纯债A,债券型,2025/11/20,1.1316,0.02,0.05,0.35,0.44,0.41,1.85,6.39,9.79,0.56,13.16,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
013069,博时双月享60天滚动持有债券C,债券型,2025/11/20,1.1304,0.01,0.04,0.18,0.34,0.66,1.85,5.44,8.95,1.25,13.04,3,0,1,0,0,,041_073_074,1,1,10元,,0.00%,,,
013373,中银证券安业债券A,债券型,2025/11/20,1.0991,0,0.02,0.15,0.58,0.89,1.85,5.6,7.59,1.22,10.45,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
011263,华夏鼎英债券C,债券型,2025/11/20,1.1158,0,0.04,0.37,0.55,0.46,1.85,7.69,11.06,0.77,15.85,0,0,1,0,0,,041,0,4,---,,0.00%,,,
013459,华夏稳鑫增利80天滚动持有债券A,债券型,2025/11/20,1.1221,0,0.04,0.27,0.5,0.79,1.85,5.79,8.97,1.46,12.21,3,1,1,0.03,0,,042_073_074,1,1,10元,0.30%,0.03%,0.03%,1,
014384,国投瑞银顺腾一年定开债发起式,债券型,2025/11/20,1.0455,0,0.02,0.39,0.27,-0.21,1.85,6.3,9.54,0.07,10.25,0,1,1,0.06,0,,041_071_080,0,6,---,0.60%,0.06%,0.06%,1,
015315,富国汇享三个月定开债A,债券型,2025/11/20,1.0738,0,0.01,0.3,0.37,0.01,1.85,6.31,9.37,0.02,9.92,0,1,1,0.05,0,,041_071,0,6,---,0.50%,0.05%,0.05%,1,
015810,国泰海通君添利中短债发起C,债券型,2025/11/20,1.0129,0.01,0.05,0.29,0.42,0.46,1.85,5.1,8.54,0.97,9.58,3,0,1,0,0,,042_080,1,1,10元,,0.00%,,,
015833,永赢宏泰短债C,债券型,2025/11/20,1.0123,0,0.03,0.23,0.41,0.59,1.85,4.56,8.33,1.06,8.61,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
015349,招商招恒纯债D,债券型,2025/11/20,1.1582,0.02,0.07,0.49,0.67,-0.16,1.85,5.56,10.07,0.21,9.4,3,1,1,0.09,0,,041,1,1,10元,0.90%,0.09%,0.09%,1,
020222,创金合信利元纯债债券A,债券型,2025/11/20,1.023,0,0.03,0.37,0.6,0.3,1.85,,,0.33,5.26,3,1,1,0.04,0,,041,1,1,10元,0.40%,0.04%,0.04%,1,
011890,中金新璟3个月定期开放债券,债券型,2025/11/20,1.057,0.01,0.09,0.46,0.19,-0.31,1.85,6.04,8.91,-0.33,12.55,0,1,1,0.06,0,,041_071,0,5,10元,0.60%,0.06%,0.06%,1,
021310,长信稳益纯债债券C,债券型,2025/11/20,1.1179,0,0,0.17,0.33,0.61,1.85,,,0.93,2.83,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
018657,融通通和债券C,债券型,2025/11/20,1.0968,0,0.02,0.13,0.32,0.73,1.85,,,1.41,2.7,3,0,1,0,0,,041,0,1,10元,,0.00%,,,
014004,博时富璟纯债一年定开债,债券型,2025/11/20,1.0104,0,0.01,0.36,0.35,-0.34,1.85,6.12,8.98,-0.31,11.91,0,1,1,0.08,0,,041_071,0,5,10元,0.80%,0.08%,0.08%,1,
167501,安信宝利债券(LOF)D,债券型,2025/11/20,1.047,0,-0.05,0.45,0.64,0.88,1.84,6.41,9.86,1.37,81.19,3,1,1,0.08,0,,020_043,1,1,10元,0.80%,0.08%,0.08%,1,
291007,泰信债券增强收益C,债券型,2025/11/20,1.1122,0.01,0.04,0.26,0.24,0.07,1.84,3.69,8.34,0.1,69.15,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
004629,国寿安保安瑞纯债债券,债券型,2025/11/20,1.0877,0.01,0.03,0.18,0.41,0.64,1.84,4.23,6.5,0.97,27.55,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
005574,东吴悦秀纯债债券C,债券型,2025/11/20,1.0925,0.02,0.05,0.4,0.52,0.24,1.84,5.57,7.79,0.06,23.89,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
006907,银华安鑫短债债券A,债券型,2025/11/20,1.0734,0,0.02,0.15,0.35,0.71,1.84,4.4,7.09,1.17,18.89,3,1,1,0.03,0,,042,1,1,10元,0.30%,0.03%,0.03%,1,
006626,山证资管超短债A,债券型,2025/11/20,1.1539,0.01,0.03,0.19,0.44,0.76,1.84,4.27,8.04,1.42,24.96,3,1,1,0.04,0,,042,1,1,10元,0.40%,0.04%,0.04%,1,
007659,博时富汇3个月定开债发起式,债券型,2025/11/20,1.0089,0.01,0.03,0.28,0.47,0.29,1.84,5.74,9.64,0.61,21.52,0,1,1,0.08,0,,041_071_080,0,5,10元,0.80%,0.08%,0.08%,1,
007653,长盛稳益6个月A,债券型,2025/11/20,1.035,0,0.01,0.13,0.51,0.78,1.84,4.09,,1.62,5.85,0,1,1,0.04,0,,041_071,0,6,10元,0.40%,0.04%,0.04%,1,
006830,鹏扬利沣短债C,债券型,2025/11/20,1.074,0,0,0.12,0.32,0.72,1.84,4.54,8.19,1.52,17.56,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
007907,富荣富开1-3年国开债纯债C,债券型,2025/11/20,1.0435,0,0,0.25,0.38,0.44,1.84,5.75,7.98,0.48,15.53,3,0,1,0,0,,041,1,1,10元,0.00%,0.00%,0.00%,0,
008000,国联安恒利63个月定开债C,债券型,2025/11/20,1.0198,0.01,0.05,0.15,0.45,0.7,1.84,5.39,9.3,1.52,22.52,0,0,1,0,0,,041_071,0,6,10元,,0.00%,,,
013228,中邮鑫享30天滚动持有短债债券C,债券型,2025/11/20,1.0815,0,0.03,0.17,0.4,0.81,1.84,4.09,6.54,1.23,8.15,3,0,1,0,0,,042_073_074,1,1,10元,,0.00%,,,
013672,国联安恒悦90天持有债券A,债券型,2025/11/20,1.1134,0,0.04,0.23,0.47,0.77,1.84,4.88,9.19,1.26,11.34,3,1,1,0.04,0,,042_073,1,1,10元,0.40%,0.04%,0.04%,1,
015404,嘉实90天滚动持有短债A,债券型,2025/11/20,1.1003,0,0.02,0.15,0.42,0.77,1.84,4.68,8.64,1.42,10.02,3,1,1,0.04,0,,042_073_074,1,1,10元,0.40%,0.04%,0.04%,1,
015844,红土创新丰泽中短债A,债券型,2025/11/20,1.0666,0,0.02,0.25,0.4,0.56,1.84,5.74,8.25,0.79,8.31,3,1,1,0.04,0,,042,1,1,10元,0.40%,0.04%,0.04%,1,
016024,工银稳健丰瑞90天持有短债A,债券型,2025/11/20,1.0793,0,0.04,0.33,0.62,0.79,1.84,4.81,7.95,1.38,7.93,3,1,1,0.02,0,,042_073,1,1,10元,0.20%,0.02%,0.02%,1,
018795,汇添富稳益60天持有债券C,债券型,2025/11/20,1.0606,0,0.03,0.16,0.33,0.57,1.84,5.69,,1.02,6.06,3,0,1,0,0,,042_073,1,1,10元,,0.00%,,,
019806,华安月月鑫30天持有债券发起式A,债券型,2025/11/20,1.0555,0.02,0.04,0.17,0.32,0.74,1.84,,,1.34,5.55,3,1,1,0.03,0,,041_073_080,1,1,10元,0.30%,0.03%,0.03%,1,
019669,中航瑞安利率债三个月定开债C,债券型,2025/11/20,1.0104,0,0.09,0.29,0.25,0.44,1.84,,,0.23,4.27,0,0,1,0,0,,041_071,0,6,10元,,0.00%,,,
022123,天弘安恒60天滚动持有短债E,债券型,2025/11/20,1.0948,0,0.03,0.25,0.48,0.75,1.84,,,1.33,2,3,0,1,0,0,,042_073_074,1,1,10元,,0.00%,,,
000943,工银中高等级信用债债券A,债券型,2025/11/20,1.3612,0.01,0.04,0.3,0.55,0.56,1.83,5.65,9.06,0.62,36.12,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
002342,融通增益债券A/B,债券型,2025/11/20,1.3004,0,0.03,0.27,0.41,0.39,1.83,4.52,13.63,1.37,55.82,3,1,1,0.08,0,,043,0,1,10元,0.80%,0.08%,0.08%,1,
519784,交银境尚收益债券A,债券型,2025/11/20,1.0749,0,0.01,0.24,0.42,0.52,1.83,5.5,8.47,0.73,32.45,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
371120,摩根纯债债券B,债券型,2025/11/20,1.0679,0.02,0.03,0.34,0.47,0.28,1.83,5.56,7.46,0.36,68.83,3,0,1,0,0,,043,1,1,1000元,0.00%,0.00%,0.00%,0,
006870,广发景和中短债A,债券型,2025/11/20,1.0527,0.01,0.04,0.2,0.42,0.74,1.83,4.94,7.88,1.34,21.18,3,1,1,0.045,0,,042,1,1,10元,0.45%,0.05%,0.05%,1,
006677,中银稳汇短债债券A,债券型,2025/11/20,1.1005,0,0.05,0.21,0.49,0.82,1.83,4.88,7.88,1.33,20.96,3,1,1,0.03,0,,042,1,1,10元,0.30%,0.03%,0.03%,1,
006897,新华聚利债券C,债券型,2025/11/20,1.1881,0.01,0.06,0.29,0.39,0.3,1.83,5.69,8.18,0.3,24.73,0,0,1,0,0,,043,0,4,10元,,0.00%,,,
007717,工银尊享短债债券F,债券型,2025/11/20,1.1104,0.01,0.04,0.3,0.52,0.71,1.83,4.58,7.47,1.18,17.82,3,0,1,0,0,,042,1,1,100元,,0.00%,,,
007117,华泰紫金丰泰纯债发起A,债券型,2025/11/20,1.1969,0,0.03,0.15,0.37,0.77,1.83,4.33,6.88,1.39,21.44,3,1,1,0.05,0,,041_080,1,1,10元,0.50%,0.05%,0.05%,1,
007790,南方梦元短债A,债券型,2025/11/20,1.1549,0.01,0.03,0.16,0.39,0.81,1.83,4.45,7.35,1.44,17.12,3,1,1,0.03,0,,042,1,1,10元,0.30%,0.03%,0.03%,1,
007189,南华价值启航纯债债券A,债券型,2025/11/20,1.3495,-0.01,-0.03,0.54,-0.1,-0.45,1.83,4.56,6.75,0.59,175.88,3,1,1,0.06,0,,041,1,1,10元,0.60%,0.06%,0.06%,1,
009343,泰康长江经济带债券A,债券型,2025/11/20,1.0355,0.01,0.06,0.35,0.51,0.42,1.83,5.89,9.15,1.04,18.13,0,1,1,0.06,0,,041,0,4,10元,0.60%,0.06%,0.06%,1,
009637,招商信用添利债券(LOF)C,债券型,2025/11/20,1.0461,0,-0.09,0.84,0.61,0.47,1.83,4.8,7.75,0.56,18.63,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
010734,红塔红土瑞景纯债C,债券型,2025/11/20,1.0119,-0.02,-0.02,0.3,0.26,-0.04,1.83,5.92,10.73,0.9,13.82,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
009785,安信尊享添利利率债C,债券型,2025/11/20,1.0035,0.03,0.04,0.52,0.73,0.58,1.83,6.82,9.47,0.39,19.77,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
013087,中加优悦一年定开债券,债券型,2025/11/20,1.011,0.02,0.05,0.44,0.59,0.25,1.83,6.07,8.88,-0.04,12.57,0,1,1,0.08,0,,041_071,0,6,10元,0.80%,0.08%,0.08%,1,
012611,东方臻善纯债债券A,债券型,2025/11/20,1.015,0.01,0.03,0.23,0.45,0.8,1.83,4.21,6.67,1.25,9.54,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
013493,景顺长城30天滚动持有短债C,债券型,2025/11/20,1.0906,0.01,0.02,0.19,0.37,0.7,1.83,4.56,7.51,1.41,9.06,3,0,1,0,0,,042_073_074,1,1,10元,,0.00%,,,
013827,华泰柏瑞鸿益30天滚动持有短债A,债券型,2025/11/20,1.0999,0,-0.01,0.08,0.26,0.61,1.83,4.61,7.77,1.52,9.99,3,1,1,0.02,0,,042_073_074,1,1,10元,0.20%,0.02%,0.02%,1,
015472,万家鑫橙纯债C,债券型,2025/11/20,1.0231,0.02,0.05,0.46,0.67,-0.13,1.83,6.26,8.39,-0.48,9.47,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
014911,东方红短债债券C,债券型,2025/11/20,1.0762,0.01,0.03,0.17,0.4,0.75,1.83,4.44,7.96,1.39,9.71,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
016692,华安众盈中短债发起式C,债券型,2025/11/20,1.0682,0,0.02,0.15,0.38,0.81,1.83,4.53,,1.02,6.82,3,0,1,0,0,,042_080,1,1,10元,,0.00%,,,
018666,鹏扬利沣短债D,债券型,2025/11/20,1.0738,0,0,0.12,0.32,0.72,1.83,4.53,,1.51,5.58,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
003832,中银丰润定期开放债券,债券型,2025/11/14,1.0967,,0.05,0.29,0.2,0.45,1.83,5.32,7.65,0.66,35.9,0,1,1,0.08,0,,041_071_080,0,6,---,0.80%,0.08%,0.08%,1,
018859,惠升和安纯债C,债券型,2025/11/20,1.0356,0,0.05,0.3,0.39,0.19,1.83,5.91,,0.02,6.07,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
018805,广发添福90天持有债券C,债券型,2025/11/20,1.0557,0,0.02,0.3,0.42,0.84,1.83,5.48,,1.19,5.57,3,0,1,0,0,,041_073,1,1,10元,,0.00%,,,
018952,安信宝利债券(LOF)E,债券型,2025/11/20,1.0621,0,-0.05,0.44,0.63,0.87,1.83,6.38,,1.36,7.6,3,1,1,0.08,0,,043,1,1,1000万,0.80%,0.08%,0.08%,1,
022294,摩根纯债债券D,债券型,2025/11/20,1.2914,0.02,0.03,0.33,0.47,0.27,1.83,,,0.35,2.05,3,1,1,0.09,0,,043,1,1,10元,0.90%,0.09%,0.09%,1,
541005,汇丰晋信平稳增利中短债债券C,债券型,2025/11/20,1.1216,0,0.02,0.23,0.42,0.73,1.82,4.43,7.33,1.24,52.67,3,0,1,0,0,,042,1,1,10元,0.00%,0.00%,0.00%,0,
371020,摩根纯债债券A,债券型,2025/11/20,1.2466,0.02,0.03,0.34,0.47,0.26,1.82,5.75,8.04,0.36,78.79,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
675041,西部利得合享A,债券型,2025/11/20,1.0499,0,0.04,0.33,0.38,0.17,1.82,5.65,8.52,0.26,37.86,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
006740,工银尊利中短债债券A,债券型,2025/11/20,1.1609,0,0.02,0.12,0.34,0.68,1.82,4.23,7.04,0.9,19.68,3,1,1,0.04,0,,042,1,1,10元,0.40%,0.04%,0.04%,1,
006948,华宝中短债债券C,债券型,2025/11/20,1.1743,-0.01,0.03,0.44,0.52,0.56,1.82,4.3,7.34,1.17,19.71,3,0,1,0,0,,042_080,1,1,10元,,0.00%,,,
007561,国联恒鑫纯债C,债券型,2025/11/20,1.0217,0.01,0.03,0.26,0.27,0.42,1.82,6.76,10.45,1.16,21.43,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
007981,红塔红土瑞祥纯债A,债券型,2025/11/20,1.1357,0.02,0.05,0.3,0.53,0.6,1.82,4.82,8.8,0.75,16.23,3,1,1,0.05,0,,041,1,1,10元,0.50%,0.05%,0.05%,1,
003454,招商招通纯债A,债券型,2025/11/20,1.0468,0,0.04,0.35,0.47,0.5,1.82,5.57,8.73,0.84,33.8,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
008798,国金惠安利率债A,债券型,2025/11/20,1.1809,-0.02,0.04,0.74,0.18,-1.37,1.82,9.3,13.25,-1.87,20.5,3,1,1,0.06,0,,041,1,1,10元,0.60%,0.06%,0.06%,1,
009357,博时季季乐持有期债券C,债券型,2025/11/20,1.1158,0,0.02,0.2,0.38,0.65,1.82,4.18,6.97,1.13,14.68,3,0,1,0,0,,041_073,1,1,10元,,0.00%,,,
010169,天弘安利短债C,债券型,2025/11/20,1.137,0.01,0.03,0.21,0.46,0.8,1.82,4.25,6.96,1.36,13.7,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
012325,兴证全球恒惠30天持有超短债C,债券型,2025/11/20,1.1247,0.01,0.04,0.2,0.4,0.75,1.82,4.37,7.78,1.35,12.47,3,0,1,0,0,,042_073,1,1,10元,,0.00%,,,
012452,国泰利优30天滚动持有短债A,债券型,2025/11/20,1.1303,0.01,0.04,0.17,0.41,0.78,1.82,4.38,7.78,1.48,13.03,3,1,1,0.035,0,,042_073_074,1,1,10元,0.35%,0.04%,0.04%,1,
970057,国联金如意3个月滚动持有债C,债券型,2025/11/20,1.1441,0.01,0.02,0.13,0.27,0.51,1.82,4.47,8.83,1.11,14.41,0,0,1,0,0,,043_073_074,0,4,10元,,0.00%,,,
012581,财通资管鸿安30天滚动中短债C,债券型,2025/11/20,1.1295,0,0.03,0.18,0.38,0.73,1.82,4.37,7.35,1.35,12.95,3,0,1,0,0,,042_073_074_080,1,1,10元,,0.00%,,,
013207,万家稳鑫30天滚动持有短债A,债券型,2025/11/20,1.1174,0,0.03,0.13,0.4,0.8,1.82,4.62,7.46,1.47,11.74,3,1,1,0.04,0,,042_073_074,1,1,10元,0.40%,0.04%,0.04%,1,
013537,鹏华稳华90天滚动持有债券C,债券型,2025/11/20,1.1224,0.01,0.03,0.15,0.36,0.61,1.82,5.82,8.95,1.2,12.24,3,0,1,0,0,,042_073_074,1,1,10元,,0.00%,,,
014638,银华安鑫短债债券D,债券型,2025/11/20,1.0733,0,0.02,0.15,0.35,0.71,1.82,4.38,7.05,1.16,9.92,3,1,1,0.02,0,,042,1,1,1万,0.20%,0.02%,0.02%,1,
015499,东海祥苏短债E,债券型,2025/11/20,1.1099,0,0.02,0.16,0.42,0.74,1.82,4.97,8.8,1.5,10.99,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
007591,华夏恒益18个月定开债券,债券型,2025/11/20,1.0029,0.02,0.04,0.16,0.28,0.92,1.82,3.85,5.75,1.67,15.43,0,1,1,0.06,0,,041_071,0,6,10元,0.60%,0.06%,0.06%,1,
016140,汇添富稳瑞30天滚动持有中短债A,债券型,2025/11/20,1.0746,0.01,0.03,0.15,0.37,0.72,1.82,4.66,7.49,1.33,7.46,3,1,1,0.01,0,,042_073_074,1,1,10元,0.10%,0.01%,0.01%,1,
016663,平安元福短债发起式C,债券型,2025/11/20,1.0782,0.01,0.02,0.2,0.67,0.81,1.82,4.45,7.79,1.32,7.82,3,0,1,0,0,,042_080,1,1,10元,,0.00%,,,
006069,中加颐信纯债债券C,债券型,2025/11/20,1.0206,0,0.04,0.21,0.02,-0.01,1.82,5.85,8.58,-0.09,26.43,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
019074,泰康长江经济带债券D,债券型,2025/11/20,1.0897,0.01,0.06,0.35,0.5,0.42,1.82,5.88,,1.03,6.23,0,1,1,0.04,0,,041,0,4,100万,0.40%,0.04%,0.04%,1,
018964,国联恒鑫纯债E,债券型,2025/11/20,1.1238,0.01,0.03,0.26,0.29,0.42,1.82,6.75,,1.16,7.76,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
018665,南方宁元债券A,债券型,2025/11/20,1.0648,0.01,0.03,0.31,0.42,0.07,1.82,6.33,,-0.1,6.48,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
018992,兴银长盈定开债C,债券型,2025/11/20,1.0316,0,0.04,0.48,0.45,0.03,1.82,4.19,,0.62,3.63,0,0,1,0,0,,041_071,0,6,10元,,0.00%,,,
020415,弘毅远方中短债E,债券型,2025/11/20,1.0292,0,0.04,0.49,0.62,0.66,1.82,,,1.01,2.86,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
020580,广发景和中短债D,债券型,2025/11/20,1.0526,0.01,0.04,0.2,0.42,0.75,1.82,,,1.34,4.29,3,1,1,0.05,0,,042,1,1,10元,0.50%,0.05%,0.05%,1,
018496,恒生前海恒润纯债A,债券型,2025/11/20,1.0841,0.01,0.06,0.33,0.34,-0.08,1.82,5.16,,0.26,8.41,3,1,1,0.06,0,,041,1,1,10元,0.60%,0.06%,0.06%,1,
021096,融通增益债券D,债券型,2025/11/20,1.2996,0,0.04,0.26,0.41,0.39,1.82,,,1.37,3.21,3,1,1,0.08,0,,043,0,1,10元,0.80%,0.08%,0.08%,1,
020731,国投瑞银启源利率债债券,债券型,2025/11/20,1.0159,0.01,0.03,0.32,0.33,-0.1,1.82,,,-0.27,3.92,0,1,1,0.03,0,,041,0,4,---,0.30%,0.03%,0.03%,1,
004028,广发景源纯债C,债券型,2025/11/20,1.0527,0.01,0.06,0.36,0.39,0.32,1.81,5.76,8.77,0.72,36.28,3,0,1,0,0,,041,0,1,10元,,0.00%,,,
000138,民生加银岁岁增利债券C,债券型,2025/11/20,1.0829,0,0.05,0.4,0.36,-0.34,1.81,5.78,8.42,-0.1,76.72,0,0,1,0,0,,041_071,0,6,1000元,0.00%,0.00%,0.00%,0,
005590,汇添富鑫永定开债A,债券型,2025/11/20,1.0411,0,0.04,0.39,0.44,0.49,1.81,5.69,9.36,0.13,33.01,0,1,1,0.06,0,,043_071_080,0,6,---,0.60%,0.06%,0.06%,1,
006035,国联恒惠纯债A,债券型,2025/11/20,1.1656,-0.01,0.01,0.25,0.35,0.4,1.81,5.59,8.37,0.78,25.6,0,1,1,0.06,0,,041,0,4,---,0.60%,0.06%,0.06%,1,
006731,方正富邦富利纯债A,债券型,2025/11/20,1.1044,0,0.04,0.5,0.52,-0.36,1.81,6.23,10.48,-0.55,24.51,3,1,1,0.03,0,,041_080,1,1,10元,0.30%,0.03%,0.03%,1,
006490,招商添裕纯债C,债券型,2025/11/20,1.1957,0,0.04,0.35,0.48,0.42,1.81,5.42,8.77,0.87,23.33,0,0,1,0,0,,041,0,4,---,,0.00%,,,
006431,汇安鼎利纯债A,债券型,2025/11/20,1.1259,0,0.07,0.76,0.91,1.1,1.81,5.98,9.26,0.52,18.07,0,1,1,0.08,0,,041,0,4,10元,0.80%,0.08%,0.08%,1,
006767,银河嘉裕债券,债券型,2025/11/20,1.0349,0,0.02,0.27,0.16,-0.14,1.81,5.38,8.27,-0.12,77.13,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
007670,嘉实商业银行精选债券A,债券型,2025/11/20,1.051,0.01,0.05,0.34,0.2,-0.29,1.81,6.98,10,-0.19,17.29,3,1,1,0.08,0,,041,0,1,10元,0.80%,0.08%,0.08%,1,
007372,国联安增瑞政金债债券C,债券型,2025/11/20,1.021,0.01,0.04,0.39,0.44,-0.31,1.81,6.59,9.48,-0.74,37.86,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
007058,中泰蓝月短债C,债券型,2025/11/20,1.1579,0,0.03,0.13,0.36,0.77,1.81,3.75,5.9,1.42,15.78,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
008205,交银稳利中短债债券C,债券型,2025/11/20,1.1673,0.01,0.04,0.37,0.51,0.69,1.81,4.91,8.36,1.2,18.91,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
008647,天弘增利短债发起C,债券型,2025/11/20,1.1482,0,0.03,0.21,0.45,0.8,1.81,4.25,7.33,1.32,14.82,3,0,1,0,0,,042_080,1,1,10元,,0.00%,,,
008428,东方红鑫裕两年定开信用债,债券型,2025/11/14,1.1055,,0.06,0.44,0.09,0.76,1.81,4.52,11.87,0.86,21.15,0,99,1,0.8,0,,041_071,0,6,10元,0.80%,0.80%,0.80%,99,
009844,华泰紫金丰安27个月定开债券A,债券型,2025/11/20,1.0102,0,0.02,0.1,0.3,0.82,1.81,4.45,6.97,1.5,14.19,0,1,1,0.05,0,,041_071_080,0,6,10元,0.50%,0.05%,0.05%,1,
010933,中银稳汇短债债券E,债券型,2025/11/20,1.234,0,0.04,0.2,0.51,0.83,1.81,4.77,21.74,1.31,26.6,3,0,1,0,0,,042,1,1,500万,,0.00%,,,
010980,华夏鼎润债券C,债券型,2025/11/20,0.8559,-0.01,0,0.04,0.18,0.4,1.81,4.95,1.65,1.22,-14.41,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
016629,广发添财60天持有债券C,债券型,2025/11/20,1.0911,0,0.03,0.19,0.4,0.71,1.81,5.99,9.1,1.36,9.11,3,0,1,0,0,,041_073,1,1,10元,,0.00%,,,
015530,鹏华稳福中短债债券A,债券型,2025/11/20,1.1012,0,0.02,0.15,0.36,0.61,1.81,5.94,10.15,1.18,10.12,3,1,1,0.04,0,,042,1,1,10元,0.40%,0.04%,0.04%,1,
016295,新华利率债债券E,债券型,2025/11/20,1.3865,0.01,0.03,0.19,0.35,0.07,1.81,96.28,100.31,0.23,100.19,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
016743,长城永利债券A,债券型,2025/11/20,1.0581,-0.01,-0.03,0.27,0.24,0.27,1.81,6.18,,0.07,8.94,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
018451,富安达富祥利率债C,债券型,2025/11/20,1.0115,0,0.04,0.35,0.37,-0.15,1.81,6.48,,-0.22,7.35,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
018643,金鹰添福纯债债券C,债券型,2025/11/20,1.0063,0.01,0.03,0.27,0.31,-0.16,1.81,6.08,,-0.11,6.39,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
020223,创金合信利元纯债债券C,债券型,2025/11/20,1.0226,0,0.03,0.36,0.59,0.28,1.81,,,0.29,5.02,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
019962,国联安月享30天持有期纯债债券A,债券型,2025/11/20,1.0404,0,0.02,0.17,0.4,0.75,1.81,,,1.3,4.04,3,1,1,0.04,0,,041_073,1,1,10元,0.40%,0.04%,0.04%,1,
007068,浦银安盛普丰纯债债券A,债券型,2025/11/20,1.0132,0.02,0.05,0.31,0.74,0.45,1.81,4.33,6.71,0.32,15.11,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
018749,富国安恒60天持有期债券发起式C,债券型,2025/11/20,1.0608,0.01,0.03,0.21,0.45,0.72,1.81,5.7,,1.33,6.08,3,0,1,0,0,,042_073_080,0,1,10元,,0.00%,,,
002755,博时裕盛纯债债券A,债券型,2025/11/20,1.0334,0,0.02,0.2,0.45,0.64,1.8,5.7,9.26,1.1,42.1,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
004307,博时富元纯债债券,债券型,2025/11/20,1.0081,0.01,0.06,0.3,0.47,0.77,1.8,5.94,8.99,1.29,34.75,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
004673,华夏短债债券C,债券型,2025/11/20,1.103,0,0.02,0.19,0.4,0.73,1.8,4.48,7.47,1.32,26.06,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
005785,创金合信汇誉六个月定开债C,债券型,2025/11/14,1.0121,,0.02,0.3,0.2,0.77,1.8,6.15,7.98,1.26,31.14,0,0,1,0,0,,041_071,0,6,10元,,0.00%,,,
006361,财通资管鸿益中短债债券C,债券型,2025/11/20,1.1143,0.01,0.04,0.24,0.42,0.73,1.8,4.19,7.22,1.13,22.43,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
005931,国联恒裕纯债A,债券型,2025/11/20,1.0065,0,0.03,0.36,0.55,0.39,1.8,5.56,8.41,0.7,24,0,1,1,0.06,0,,043,0,4,---,0.60%,0.06%,0.06%,1,
