indexCode,indexName,indexNameEn,查看地址
H50020,上红潜力,SSE Dividend Potential,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50020
H50021,沪能源红,SSE Energy Dividend,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50021
H50022,沪材料红,SSE Materials Dividend,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50022
H50023,沪工业红,SSE Industrials Dividend,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50023
H50024,沪可选红,SSE Cons. Disc. Dividend,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50024
H50025,沪消费红,SSE Cons. Staples Dividend,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50025
H50026,沪医药红,SSE Health Care Dividend,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50026
H50027,沪金融红,SSE Financials Dividend,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50027
H50028,沪信息红,SSE IT Dividend,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50028
H50029,沪通信红,SSE Communication Services Dividend,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50029
H50030,沪公用红,SSE Utilities Dividend,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50030
H50031,沪绿色城,SSE Green Cities,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50031
H50032,沪城交通,SSE Urbanization Transport,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50032
H50033,沪城消费,SSE Urbanization Consumption,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50033
H50034,沪城基建,SSE Urbanization infrastructure,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50034
H50035,沪智交通,SSE Intelligent Transport,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50035
H50036,上证军工,SSE National Defense,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50036
H50037,上证城镇,SSE Urbanization,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50037
H50038,沪智慧城,SSE Smart Cities,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50038
H50039,上证TMT,SSE TMT Index,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50039
H50040,上红低波,SSE Dividend Low Volatility,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50040
H50042,上红价值,SSE Dividend Value,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50042
H50045,180两倍,SSE180 L2XI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50045
H50046,180反向,SSE180 INI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50046
H50047,180反两,SSE180 IN2XI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50047
H50052,上国改革,SSE SOEs Reform,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50052
H50053,上证移动,SSE Mobile Internet,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50053
H50054,上证休闲,SSE Culture & Sport Leisure,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50054
H50055,沪大农业,SSE Grand Agriculture,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50055
H50069,港股通,HK Equities,https://www.csindex.com.cn/#/indices/family/detail?indexCode=H50069
000500,内地企业,Mainland Enterprises,https://www.csindex.com.cn/#/indices/family/detail?indexCode=000500
000501,中国1000,China 1000,https://www.csindex.com.cn/#/indices/family/detail?indexCode=000501
000833,中高企债,Medium-high yield corporate bond,https://www.csindex.com.cn/#/indices/family/detail?indexCode=000833
000834,价值7030,CSI Value 70/30,https://www.csindex.com.cn/#/indices/family/detail?indexCode=000834
000835,价值3070,CSI Value 30/70,https://www.csindex.com.cn/#/indices/family/detail?indexCode=000835
000836,成长7030,CSI Growth 70/30,https://www.csindex.com.cn/#/indices/family/detail?indexCode=000836
000837,成长3070,CSI Growth 30/70,https://www.csindex.com.cn/#/indices/family/detail?indexCode=000837
000845,中期信用,Medium Term Credit Bond,https://www.csindex.com.cn/#/indices/family/detail?indexCode=000845
000939,民企成长,CSI POEs Growth,https://www.csindex.com.cn/#/indices/family/detail?indexCode=000939
899001,三板成指,NEEQ COMPONENT,https://www.csindex.com.cn/#/indices/family/detail?indexCode=899001
899301,三板龙头,NEEQ POLI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=899301
899302,三板制造,NEEQ POHTMI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=899302
899303,三板服务,NEEQ POHTSI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=899303
899304,三板医药,NEEQ POPI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=899304
899305,三板消费,NEEQ POCI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=899305
899306,三板研发,NEEQ RDI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=899306
899307,三板活跃,NEEQ ASI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=899307
930604,中国互联网30,China Internet 30,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930604
930607,中证汽车,CSI Automobiles,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930607
930609,纯债债基,Pure Bond Fund,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930609
930610,普通债基,Ordinary Bond Fund,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930610
930611,中小国改,Small & Medium SOE’s Reform,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930611
930612,混合改革,Mixed-Ownership Reform,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930612
930613,非周民企,Non-Cyclical POEs Index,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930613
930616,中证文体,CSI Culture & Sport,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930616
930617,军工信息,Defense Information,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930617
930618,中证保险,CSI Insurance,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930618
930619,黄金采掘,CSI Gold Miners,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930619
930626,沪港深内地保险,SHS Mainland Insurance,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930626
930634,CS土改农,Rural land reform agriculture,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930634
930635,CS智慧农,intelligent agriculture,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930635
930642,中证核电,CSI Nuclear Energy & Power,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930642
930643,CS轻资产,CSI Asset-light,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930643
930644,港股通中国内地,HK Connect China,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930644
930646,美股中国内地,US-Listed China,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930646
930649,中证安防,CSI Security and protection,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930649
930650,中证海洋,CSI Ocean Economy,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930650
930654,CS休闲娱,CSI Leisure & Entertainment,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930654
930655,500两倍,CSI500 L2XI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930655
930656,500反向,CSI500 INI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930656
930657,500反两,CSI500 IN2XI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930657
930665,商品动量,CSICMI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930665
930666,商品趋势,CSICTFASI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930666
930667,300精明,CSI300 Smart,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930667
930670,500商业,CSI 500 Commercial Services & Supplies,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930670
930671,500运输,CSI 500 Transportation,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930671
930672,500资本品,CSI 500 Capital Goods,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930672
930673,500地产,CSI 500 Real Estate,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930673
930674,500零售,CSI 500 Retailing,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930674
930675,500传媒,CSI 500 Media,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930675
930676,500耐用,CSI 500 Household Durables,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930676
930677,500汽车汽配,CSI 500 Auto & Components,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930677
930679,500电子,CSI 500 Electronics,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930679
930680,500计算机,CSI 500 Computers,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930680
930681,500医药(二级),CSI 500 Pharmaceuticals,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930681
930682,500食品饮料,CSI 500 Food & Beverage,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930682
930683,500电力设备,CSI 500 Electrical Equipment,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930683
930684,500机械,CSI 500 Machinery,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930684
930685,500建筑装饰,CSI 500 Construction & Decoration,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930685
930686,500一般零售,CSI 500 General Retailing,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930686
930687,500纺织服装,CSI 500 Textiles & Apparel,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930687
930688,500家用电器,CSI 500 Household Appliances,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930688
930689,500煤炭,CSI 500 Coal,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930689
930690,500硬件,CSI 500 Electronic Term. Devices & Components,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930690
930691,500化学药,CSI 500 Chemical Medicines,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930691
930692,500化学制品,CSI 500 Chemicals,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930692
930693,500建筑材料,CSI 500 Construction Materials,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930693
930694,500有色,CSI 500 Non-ferrous Metals,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930694
930695,500农牧渔,"CSI 500Agri,Husba &Fishery",https://www.csindex.com.cn/#/indices/family/detail?indexCode=930695
930696,500饮料,CSI 500 Beverages,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930696
930698,CS水利,CSI Water Resources,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930698
930700,CS上海,Shanghai's Development,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930700
930702,CS西部,Western Development,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930702
930704,CS广东,Canton's Development,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930704
930706,中证水泥,CSI Cement,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930706
930711,CS智穿戴,CS Intelligent Wearable,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930711
930718,CS航运,CSI Marine,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930718
930722,CS互平台,CS Internet Platform,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930722
930727,CS自贸区,CSI Free Trade Zone,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930727
930728,CS乐园,CSI Theme Park,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930728
930732,CS中国造,CS China Manufacture,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930732
930733,CS互联+,CS Internet Plus,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930733
930735,海外中国内地,Overseas China,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930735
930741,CS航空,CSI Aviation,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930741
930742,中证电商,CSI E-Commerce,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930742
930745,CSWD数据,CSWD Big Data,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930745
930771,CS新能源,CSI New Energy Industry,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930771
930775,钢铁CFI,CSISII,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930775
930780,中证兴业中高债,CSI CIB Medium-High Bond,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930780
930783,CS英大EI,CSI Yingda Energy Internet,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930783
930786,短融AAA,CP AAA,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930786
930787,短融AA+,CP AA Plus,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930787
930788,短融AA,CP AA,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930788
930789,CSMA预期,CSI M&A Prediction,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930789
930794,中美互联网,CN-US Internet,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930794
930796,全球中国互联网,Global China Internet,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930796
930823,中证中票,CSI MTN,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930823
930824,中票AAA,CSI MTN AAA,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930824
930825,中票AA+,CSI MTN AA Plus,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930825
930826,中票AA,CSI MTN AA,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930826
930827,中票AA-,CSI MTN AA-,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930827
930828,中票0-1,CSI MTN 0-1y,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930828
930829,中票1-3,CSI MTN 1-3y,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930829
930830,中票3-5,CSI MTN 3-5y,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930830
930831,中票5-7,CSI MTN 5-7y,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930831
930832,中票7+,CSI MTN 7Y Above,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930832
930833,中票城投,CSI MTN UCI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930833
930834,中票非城投,CSI MTN Non-UCI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930834
930836,沪港深高股息,CSI SHS High Dividend Yield,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930836
930839,港股通高息精选,HK Connect HDY Select,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930839
930841,2025退休,2025 Retirement,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930841
930842,2035退休,2035 Retirement,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930842
930843,2045退休,2045 Retirement,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930843
930844,企业年金,Supplementary Pension Investment,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930844
930845,CS供给侧,CSI Supply-Side,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930845
930847,800SNLV,CS 800 Sector Neutral Low-vol,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930847
930848,1000SNLV,CS 1000 Sector Neutral Low-vol,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930848
930849,10年国开债,10-Year CDB Bond,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930849
930853,海绵城市,CSI Sponge Cities,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930853
930854,水环境,CS Water ET,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930854
930855,CS质量成长,CSI Quality Growth,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930855
930856,HK质量,HK Quality,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930856
930858,沪港深质量,CSI SHS Quality,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930858
930860,盈利质量,CSI Earnings Quality,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930860
930861,香港EQ,HK Earnings Quality,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930861
930863,沪港深EQ,CSI SHS Earnings Quality,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930863
930865,5年地债,5-Year Local Government,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930865
930866,10年地债,10-Year Local Government,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930866
930867,目标2055,Target Date 2055,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930867
930868,目标2035,Target Date 2035,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930868
930869,目标2045,Target Date 2045,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930869
930870,政金债,CSI Policy Bank Bond,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930870
930871,政金债1-3,CSI Policy Bank Bond 1-3Y,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930871
930872,政金债3-5,CSI Policy Bank Bond 3-5Y,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930872
930873,政金债5-8,CSI Policy Bank Bond 5-8Y,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930873
930874,政金债8-10,CSI Policy Bank Bond 8-10Y,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930874
930876,香港彩娱,HK Gaming Entertainment,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930876
930878,中国质量成长,China Quality,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930878
930880,中国盈利质量,China Earnings Quality,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930880
930883,创新驱动,Innovation Driven,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930883
930884,300创新,300 Innovation,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930884
930885,500创新,500 Innovation,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930885
930886,煤炭CFI,CSICOI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930886
930887,300DRC,CSI 300DRC,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930887
930888,500DRC,CSI 500DRC,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930888
930889,ETF市价,ETF Price,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930889
930890,主动股基,Active Equity Fund,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930890
930891,被动股基,Passive Equity Fund,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930891
930892,普通混基,Ordinary Hybrid Fund,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930892
930893,灵活混基,Flexible Hybrid Fund,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930893
930895,定开债基,Close Bond Fund,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930895
930897,非纯债基,Non-Pure Fund,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930897
930898,转债债基,Convertible Bond Fund,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930898
930899,全球消费50,Global Consumer 50,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930899
930906,软商CFI,CSISCI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930906
930907,香港海外高股息,HK Overseas High DY,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930907
930909,中证地产债,CSI Real Estate Bond,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930909
930911,化学原料,All Share Chemical Materials,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930911
930916,中证10年国债,CSI 10-Year Treasury Note,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930916
930923,港中国中小,HK China Small&Mid,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930923
930925,沪港深保险,SHS Insurance,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930925
930929,中证MARP,CSI MARP,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930929
930932,港股通内地证券,HK Connect Mainland Securities,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930932
930940,CME商品,CME Commodity,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930940
930942,300动态对冲,300 Dynamic Hedged,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930942
930943,500动态对冲,500 Dynamic Hedged,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930943
930944,1000动态对冲,1000 Dynamic Hedged,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930944
930945,香港新股,HK IPO,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930945
930950,偏股基金,Partial Equity Funds,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930950
930951,交易所绿色债,Exchange Green Bond,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930951
930952,黑金CFI,CSIFMI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930952
930954,5年久期国开债,5-Year Target Duration CDB Bond,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930954
930956,绿色投资,Green Investing,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930956
930957,港股通中国100,HKC China 100,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930957
930959,港股通海外50,HKC Overseas 50,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930959
930960,港股通能源C,HKC Energy Comp,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930960
930961,港股通材料C,HKC Materials Comp,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930961
930962,港股通工业C,HKC Industrials Comp,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930962
930964,港股通消费C,HKC Consumer Stap Comp,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930964
930966,港股通金融C,HKC Financials Comp,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930966
930967,港股通信息C,HKC Infor Tech Comp,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930967
930968,港股通通信C,HKC Communication Services Comp,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930968
930969,港股通公用C,HKC Utilities Comp,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930969
930981,东北指数,Northeast Index,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930981
930985,500 LBLV,CSI 500 LBLV,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930985
930988,粮食CFI,CSIGRI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930988
930989,油脂CFI,CSIVOI,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930989
930992,沪港深红利低波,CSI SHS DLV,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930992
930994,工银股混,ICBC Equity & Hybrid Fund,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930994
930995,工银配置,ICBC Dynamic Allocation,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930995
930996,5年久期政金债,5-Year Target Duration Policy Bank Bond,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930996
930998,港股通大湾区,HKC Greater Bay Area,https://www.csindex.com.cn/#/indices/family/detail?indexCode=930998
931004,女性消费,CSI Female Consumption,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931004
931005,母婴消费,CSI Maternal and Child Consumption,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931005
931006,老年消费,CSI Aged Consumption,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931006
931010,1-3年国开债,1-3 Year CDB Bond,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931010
931013,消费低波,Consumption Low Volatility,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931013
931014,成长低波,Growth Low Volatility,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931014
931016,中证5年国债活跃券,CSI 5y Liquid CGB,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931016
931017,中证10年国债活跃券,CSI 10y Liquid CGB,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931017
931018,中证5-10年国债活跃券,CSI 5-10y Liquid CGB,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931018
931019,香港汽车,HK Automobile,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931019
931020,装配建筑,Prefabricated Building,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931020
931021,家电龙头,Household & Appliances Top,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931021
931022,大气治理,Atmospheric Protection,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931022
931032,复兴100,Revival 100,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931032
931034,南方2025,CSAM 2025,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931034
931035,南方2035,CSAM 2035,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931035
931036,南方2045,CSAM 2045,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931036
931037,绿色领先,Green Leading,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931037
931038,A100AH,A100 AH,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931038
931039,银行AH,Banks AH,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931039
931040,证券AH,Brokerage AH,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931040
931041,证保AH,Fin(ex Banks) AH,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931041
931042,能源AH,Energy AH,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931042
931043,央企AH,Central SOEs AH,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931043
931044,国企AH,SOEs AH,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931044
931054,财务稳健,Financial Health,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931054
931055,稳健低波,Financial Health LV,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931055
931057,股权激励,Equity Incentive,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931057
931058,竞争优势,Competitive Advantage,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931058
931059,同业存单AAA,NCD AAA,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931059
931060,高等级同业存单,High Grade NCD,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931060
931061,时钟配置,Investment-Clock,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931061
931062,质量低波,Quality and Growth LV,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931062
931063,创始经营,Founder-Run Index,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931063
931067,绩优策略,CSSW Quality,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931067
931078,中证转债及可交换债,CSI Convertible Bond and Exchangeable Bond,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931078
931080,30年国债,30-Year China Treasury Bond,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931080
931082,A500现金流,A500 Cash Flow,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931082
931083,全球电子游戏,Global E-Games,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931083
931088,180 ESG,180 ESG,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931088
931090,海外中国能源,Overseas CHN Energy,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931090
931091,海外中国材料,Overseas CHN Material,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931091
931092,海外中国工业,Overseas CHN Indus,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931092
931093,海外中国可选,Overseas CHN Cons Disc,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931093
931094,海外中国消费,Overseas CHN Cons Stap,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931094
931096,海外中国金融,Overseas CHN Fin,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931096
931097,海外中国信息,Overseas CHN IT,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931097
931098,海外中国通信,Overseas CHN Communication Services,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931098
931099,海外中国公用,Overseas CHN Utilities,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931099
931120,中国互联网1040,China Internet 1040,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931120
931127,浙江新动能,Zhejiang New Engine,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931127
931129,盈利估值,CSI ROE-PB,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931129
931130,红利成长低波,Dividend Growth LV,https://www.csindex.com.cn/#/indices/family/detail?indexCode=931130
